Date,Insect Repellent,Carrots,Cheese,Dustpan,Hair Gel,Toothbrush,Toothpaste,Pasta,Milk,Water,BBQ Sauce,Chicken,Orange,Trash Cans,Deodorant,Honey,Soap,Extension Cords,Potatoes,Mustard,Bath Towels,Paper Towels,Syrup,Tuna,Cereal,Onions,Rice,Banana,Air Freshener,Mop,Tissues,Mayonnaise,Chips,Tea,Eggs,Laundry Detergent,Yogurt,Spinach,Shampoo,Salmon,Razors,Pancake Mix,Olive Oil,Ironing Board,Hand Sanitizer,Dish Soap,Bread,Cleaning Spray,Sponges,Toilet Paper,Iron,Lawn Mower,Shaving Cream,Cleaning Rags,Garden Hose,Shrimp,Power Strips,Pickles,Tomatoes,Vinegar,Dishware,Ketchup,Broom,Peanut Butter,Trash Bags,Ice Cream,Beef,Shower Gel,Cereal Bars,Feminine Hygiene Products,Diapers,Canned Soup,Jam,Butter,Apple,Baby Wipes,Light Bulbs,Soda,Plant Fertilizer,Coffee,Vacuum Cleaner
2020-06-26,26,23,22,16,21,16,35,19,26,23,22,18,32,21,21,20,24,23,14,19,31,28,25,33,18,22,31,25,27,18,20,23,33,21,18,24,26,27,33,32,18,18,29,23,19,19,19,14,17,23,16,22,20,31,30,19,29,25,27,18,20,14,16,18,19,19,23,30,16,25,18,23,19,22,22,17,26,22,25,15,17
2020-06-27,22,33,27,20,20,24,34,26,28,25,23,18,27,24,21,25,31,30,32,16,22,24,25,23,23,17,27,30,16,24,25,16,19,20,19,15,31,24,26,27,23,23,31,27,30,27,19,22,25,32,22,25,26,22,26,20,35,23,17,24,34,24,22,21,18,34,23,30,22,27,21,34,15,35,29,19,15,23,23,19,21
2020-06-28,31,32,20,25,28,21,41,17,19,24,25,27,24,21,22,33,28,25,19,29,36,22,23,23,24,31,22,23,27,26,18,22,27,31,26,23,27,25,16,25,19,18,22,23,28,21,28,25,25,23,20,18,17,29,23,24,17,19,31,22,24,19,16,21,22,33,20,31,23,32,25,30,23,22,29,31,25,34,36,24,27
2020-06-29,14,27,19,17,23,20,46,11,22,13,25,29,18,23,17,16,33,24,24,24,31,19,20,30,19,24,14,26,17,25,13,25,16,23,17,19,29,18,32,20,22,23,22,22,15,27,14,13,30,27,32,28,25,20,17,21,18,26,14,30,17,21,20,27,19,26,18,25,21,29,32,20,28,24,26,30,15,20,19,18,20
2020-06-30,22,23,20,22,24,20,55,14,22,31,25,25,19,18,32,29,23,25,24,25,25,19,13,29,19,15,22,26,25,20,22,25,21,26,30,21,24,16,18,26,30,20,24,25,24,12,18,21,32,21,31,24,19,16,26,21,28,33,21,17,26,13,23,15,22,23,29,29,28,23,25,19,15,38,24,22,25,30,29,29,30
2020-07-01,21,23,20,19,23,18,48,23,22,34,23,12,26,15,23,25,21,26,23,16,18,27,20,19,22,26,25,19,18,18,23,22,26,15,30,21,23,17,19,17,25,19,27,18,18,18,20,20,24,17,23,23,24,23,33,17,23,18,23,18,30,31,24,18,23,15,27,10,21,26,22,24,26,20,30,27,23,16,22,21,18
2020-07-02,22,20,16,24,26,19,49,21,21,25,31,22,12,22,23,17,31,28,27,20,30,20,25,23,17,27,39,24,23,25,17,28,23,25,27,18,25,23,19,23,23,31,26,19,23,30,31,19,23,19,18,23,19,24,22,25,22,20,19,22,23,26,29,27,21,26,27,18,28,26,29,31,19,25,23,38,29,21,26,36,25
2020-07-03,31,23,27,18,28,23,44,22,18,21,27,15,26,16,33,15,25,23,21,20,16,18,15,22,17,23,29,25,22,23,24,26,21,27,21,13,27,19,15,31,25,15,29,22,29,16,23,23,19,14,35,20,28,33,18,25,26,19,30,32,20,24,15,20,18,24,18,25,24,25,24,21,24,16,20,21,23,29,21,25,31
2020-07-04,23,26,29,18,17,28,43,20,20,15,32,32,22,21,31,17,13,28,30,18,23,32,25,21,19,23,18,23,28,31,29,25,29,19,18,14,21,21,20,22,33,27,23,26,18,18,15,30,20,27,26,21,20,21,26,28,18,19,14,20,18,22,20,24,21,25,17,17,22,18,21,30,28,26,21,23,27,26,36,28,23
2020-07-05,34,19,25,27,24,21,33,18,25,23,24,25,28,23,29,27,20,24,24,29,21,19,22,15,25,29,31,20,21,18,18,21,23,17,22,29,22,20,24,23,14,22,19,20,22,21,32,19,30,26,23,24,24,28,25,17,23,26,19,19,24,18,16,28,23,26,19,25,25,22,19,22,28,25,19,21,20,26,30,19,32
2020-07-06,29,30,19,19,22,26,39,24,23,20,24,22,25,29,24,16,20,25,11,25,29,24,28,31,26,20,19,20,29,23,18,24,12,32,35,16,24,21,18,21,18,23,27,31,21,19,23,22,24,22,25,30,26,29,32,27,22,31,31,31,26,16,17,18,29,26,29,16,27,20,25,20,29,18,19,23,25,34,15,20,26
2020-07-07,17,18,24,26,22,21,58,19,27,26,23,26,21,25,27,26,25,25,25,17,19,18,28,23,27,27,20,23,27,27,22,23,23,24,24,29,28,18,25,20,23,29,18,21,18,22,26,17,23,26,29,25,29,23,20,29,20,30,28,32,21,22,24,16,22,25,23,22,24,20,32,17,23,27,31,24,22,22,30,21,22
2020-07-08,16,20,20,25,21,20,50,22,24,28,26,25,30,28,25,17,27,26,22,21,21,18,23,23,21,22,21,22,24,19,21,23,26,22,22,25,25,24,22,24,22,23,25,20,26,17,24,29,25,18,25,20,19,25,25,23,23,13,29,16,18,19,21,24,23,10,19,24,16,19,21,19,17,20,29,21,21,25,29,23,26
2020-07-09,13,20,24,22,26,21,54,31,21,27,26,20,27,21,22,17,28,21,17,24,23,16,20,17,19,16,16,29,24,26,21,27,19,25,28,23,32,31,22,20,24,24,25,18,17,19,18,28,23,19,21,24,17,24,29,26,21,19,25,22,28,21,21,32,23,19,18,16,20,25,22,23,21,21,24,26,19,22,31,20,17
2020-07-10,20,31,30,18,30,27,36,35,24,20,25,21,31,16,25,29,24,30,23,31,29,22,24,25,27,15,32,25,29,20,25,25,29,17,31,21,22,28,13,28,20,15,24,24,29,25,21,22,27,23,22,17,22,26,27,21,26,31,23,32,15,15,36,22,15,25,22,25,17,26,20,16,22,24,18,25,22,24,19,18,26
2020-07-11,22,22,15,28,25,21,45,27,30,26,26,17,21,25,17,29,25,18,15,19,16,19,28,25,17,31,22,17,25,19,21,30,17,20,19,19,22,23,20,24,24,23,15,14,23,26,28,20,22,22,17,9,23,20,29,26,24,21,20,25,31,25,10,28,15,28,17,26,23,26,25,22,29,17,28,21,25,26,30,16,24
2020-07-12,26,20,24,16,20,20,48,22,21,23,22,23,18,18,23,22,35,25,17,23,26,27,33,23,22,26,29,23,22,17,16,23,27,15,24,22,23,15,27,21,15,24,20,17,25,11,22,23,21,22,28,26,25,30,20,27,20,28,29,30,22,21,29,27,26,19,30,21,16,21,20,24,21,25,30,29,30,13,21,25,25
2020-07-13,24,17,17,23,22,20,42,24,22,20,16,21,22,22,17,22,25,19,21,19,19,21,26,19,26,21,27,26,22,26,21,24,17,28,18,21,24,17,26,19,28,22,25,25,29,25,19,20,22,21,20,24,31,24,24,21,23,23,15,22,23,23,26,17,18,27,26,19,20,15,23,22,22,24,19,22,24,16,18,26,25
2020-07-14,25,34,23,24,14,23,48,22,23,15,22,35,21,10,16,21,24,22,32,14,18,24,22,16,25,22,18,18,18,26,20,16,25,31,28,24,17,30,26,23,23,22,15,21,26,26,20,21,22,16,18,16,22,22,29,24,24,27,12,22,24,21,27,21,21,29,24,26,17,25,23,20,23,15,21,25,21,23,18,16,15
2020-07-15,23,23,21,25,23,22,36,26,26,29,26,26,22,20,26,17,34,19,23,29,28,33,23,25,24,19,23,17,29,22,10,24,28,18,23,28,19,27,24,16,21,24,25,26,18,22,15,17,23,20,34,25,27,23,20,29,19,24,26,28,28,17,24,21,22,19,25,18,22,20,25,23,20,24,31,27,30,24,33,28,24
2020-07-16,20,24,24,17,18,18,50,20,19,20,15,17,22,26,13,19,23,17,18,28,28,26,16,24,24,25,22,22,25,23,23,31,26,21,22,14,17,25,23,18,25,30,35,15,21,25,21,23,25,28,19,25,22,24,22,29,9,19,20,14,20,26,21,22,15,28,24,17,17,27,29,21,25,26,24,24,22,17,21,15,13
2020-07-17,17,26,23,19,15,21,53,19,34,25,15,28,16,14,29,20,31,22,25,21,19,26,19,22,20,19,18,28,18,18,29,18,19,24,18,31,27,25,19,24,18,28,22,22,23,23,20,27,22,17,20,12,18,22,15,19,24,25,24,22,25,30,16,26,18,26,20,21,18,27,14,26,19,24,16,26,20,19,16,21,21
2020-07-18,25,25,20,47,26,25,51,18,32,21,23,27,14,19,23,25,24,20,26,21,18,15,34,28,18,29,14,29,22,22,25,20,27,18,16,28,26,19,34,17,19,20,19,30,27,25,24,23,34,16,21,24,24,31,33,19,22,13,26,16,27,23,23,24,20,28,23,27,25,8,23,23,31,23,28,25,33,22,32,21,26
2020-07-19,16,19,23,27,21,25,38,30,30,26,23,21,20,22,23,26,27,24,20,23,22,22,24,18,28,17,28,24,24,25,20,25,21,20,21,21,23,24,21,25,22,17,26,17,16,26,16,24,28,27,24,23,16,15,19,17,22,16,14,21,19,25,25,23,13,23,32,20,22,23,17,19,18,23,24,19,18,15,16,22,18
2020-07-20,23,21,22,18,29,21,44,23,19,21,25,34,22,33,20,18,26,18,31,21,28,17,25,21,20,22,22,20,18,24,19,17,28,28,16,27,16,19,16,21,30,16,23,27,28,12,26,26,21,17,15,24,26,22,18,26,33,25,17,31,25,12,21,24,24,20,26,22,28,16,26,14,30,17,18,31,20,20,30,26,20
2020-07-21,25,17,23,20,15,25,31,18,24,24,28,23,15,20,18,24,22,20,23,23,17,23,15,15,19,21,19,29,19,21,14,16,26,14,16,16,28,29,18,28,21,34,25,26,17,20,21,19,21,24,21,20,27,12,21,24,20,29,28,14,23,21,17,27,21,18,24,22,19,28,26,17,33,22,17,20,18,23,18,16,25
2020-07-22,24,33,26,17,21,22,60,26,27,20,21,17,31,24,15,16,23,19,25,17,24,20,21,26,17,25,30,30,19,28,22,28,17,22,22,24,23,28,23,25,26,23,20,19,24,22,30,20,30,20,22,25,29,18,24,18,21,13,24,24,18,18,25,16,25,18,23,28,19,25,28,17,23,27,28,23,27,25,25,20,20
2020-07-23,28,26,21,24,14,16,44,28,19,23,26,20,24,22,29,24,26,15,19,18,19,25,18,20,21,26,23,15,20,24,13,25,16,18,23,18,29,27,32,22,22,23,25,22,29,34,19,26,22,26,20,20,29,23,14,22,30,29,27,20,28,24,26,17,27,24,17,33,23,16,28,19,23,19,23,18,13,14,23,18,21
2020-07-24,21,24,28,24,17,19,60,18,28,20,25,25,28,22,30,22,22,28,16,20,24,23,22,16,19,22,22,20,26,34,17,19,24,32,20,17,25,17,18,30,22,14,21,20,16,24,23,22,24,16,26,22,17,19,21,21,30,26,18,21,21,32,25,15,19,22,21,22,18,26,25,24,22,13,25,26,20,25,17,17,25
2020-07-25,26,22,20,26,15,27,43,18,14,17,22,25,22,15,11,18,21,25,19,22,22,19,24,25,18,23,24,12,29,23,17,12,24,15,26,19,22,29,20,23,20,15,22,22,33,21,42,19,24,18,20,17,20,32,26,26,10,12,17,25,25,24,24,27,20,27,19,24,23,17,19,24,20,31,21,15,19,28,15,22,27
2020-07-26,23,27,32,20,24,20,30,20,20,18,23,23,26,30,18,29,23,27,21,34,25,27,18,18,25,25,30,23,23,20,28,16,23,24,22,28,22,31,25,17,33,28,27,24,18,37,19,24,18,19,19,24,31,21,21,18,22,20,28,18,24,27,29,29,30,23,19,34,19,20,22,28,28,29,22,20,36,21,27,27,32
2020-07-27,28,27,24,23,28,19,44,30,25,23,17,23,24,27,28,18,24,25,37,19,26,18,17,30,23,27,23,30,27,26,22,27,18,21,26,26,22,19,27,24,29,14,23,25,23,30,21,22,22,23,17,32,19,20,30,16,23,20,20,23,28,21,21,25,18,19,30,29,23,26,26,30,29,26,22,24,23,26,21,24,21
2020-07-28,13,21,23,22,30,22,60,24,21,19,23,28,25,27,22,32,26,29,25,24,23,26,17,27,29,25,28,25,21,19,28,31,21,24,21,21,16,21,24,30,23,32,20,31,21,20,24,21,19,23,27,28,34,21,19,24,23,27,23,30,32,33,18,22,30,25,15,24,31,19,27,28,19,26,27,27,15,31,17,31,22
2020-07-29,32,17,18,20,20,14,41,26,24,27,19,20,28,20,19,21,12,22,20,21,20,22,18,23,17,21,29,21,13,23,24,34,26,29,22,21,24,20,26,19,26,28,21,12,23,25,24,25,29,22,14,27,29,29,23,19,24,24,23,35,12,21,22,25,24,17,20,24,23,30,21,17,23,18,24,27,19,28,30,28,21
2020-07-30,16,20,28,17,18,27,41,21,21,20,17,20,15,22,23,19,24,29,17,26,16,28,17,19,13,24,25,24,25,24,21,21,20,24,21,25,22,12,24,21,26,18,33,23,17,18,30,21,18,28,21,27,21,27,28,20,23,29,12,18,31,24,23,26,24,26,29,27,32,18,18,15,21,16,20,26,23,23,19,29,18
2020-07-31,30,14,17,31,24,20,34,24,27,27,12,36,12,23,24,16,23,18,20,26,29,29,27,18,23,23,28,20,28,13,21,16,17,22,27,36,21,17,29,16,26,20,20,22,21,25,27,27,23,14,35,23,24,27,22,25,17,23,27,24,17,29,20,23,21,15,19,17,21,21,25,19,26,26,23,25,15,20,28,22,25
2020-08-01,27,12,24,22,20,34,42,21,14,18,21,13,28,24,22,33,21,25,17,17,27,27,16,21,29,13,30,28,19,22,26,16,21,25,21,16,23,20,22,17,18,21,22,21,22,25,21,21,24,19,27,24,21,14,21,30,29,17,20,28,20,27,19,18,13,23,30,18,21,24,24,23,29,26,23,27,21,27,20,30,17
2020-08-02,17,24,18,23,17,21,31,16,11,27,20,24,26,21,20,16,28,15,21,17,21,27,25,19,19,23,16,21,20,22,15,19,28,8,25,21,32,22,22,26,18,25,16,18,21,22,18,24,18,30,20,19,22,22,19,25,28,26,34,28,30,22,21,23,16,24,20,23,14,20,18,18,22,19,20,25,31,12,19,22,19
2020-08-03,24,19,23,24,22,35,50,29,23,23,25,24,30,20,19,25,28,21,29,27,28,13,27,18,21,16,28,27,21,20,25,25,22,19,19,30,24,28,19,36,26,24,28,29,33,27,29,26,21,25,29,30,25,29,37,36,28,24,30,21,22,25,22,19,27,26,21,26,32,22,26,17,28,26,26,21,14,26,15,23,21
2020-08-04,22,18,22,16,14,18,45,23,22,32,27,20,22,24,22,21,24,31,20,22,25,18,23,29,28,23,26,17,27,26,26,19,21,20,27,22,25,21,21,29,25,26,26,24,25,28,23,20,27,22,30,29,27,22,21,18,22,27,26,29,22,27,24,28,21,20,37,22,27,26,31,21,30,16,18,27,25,20,19,23,30
2020-08-05,24,18,34,21,23,28,37,23,21,34,14,22,13,25,33,23,21,17,16,24,22,22,23,22,15,27,19,23,30,19,20,19,18,21,25,20,28,20,15,9,17,28,17,18,25,21,15,21,23,13,17,19,26,31,20,25,30,18,22,23,30,13,23,32,19,21,14,21,28,22,22,16,27,23,25,28,29,29,28,19,15
2020-08-06,19,25,23,24,22,14,50,25,21,20,29,22,23,28,27,24,12,22,20,9,23,22,30,26,20,22,27,17,26,22,18,20,27,27,21,19,26,23,25,17,16,24,28,26,15,27,25,25,21,19,22,15,23,21,24,29,17,21,28,17,30,17,22,28,23,20,23,17,28,15,29,14,17,24,22,34,24,19,22,22,21
2020-08-07,30,22,16,27,27,21,40,20,25,17,28,20,36,18,27,28,20,14,19,26,17,21,27,27,22,16,20,23,18,15,18,21,31,19,26,28,23,12,31,22,31,30,23,16,19,24,25,20,21,18,21,21,26,34,26,22,27,25,19,16,28,30,22,31,22,27,30,17,27,25,21,22,22,31,23,22,33,26,19,21,32
2020-08-08,28,19,22,25,34,23,48,20,20,25,20,25,19,24,20,29,24,30,13,24,17,24,20,19,28,25,14,29,26,28,20,23,20,22,23,26,32,20,22,24,30,22,26,28,24,26,30,20,28,31,18,21,19,23,15,32,23,21,24,15,28,18,22,20,29,22,16,29,28,27,18,27,24,28,22,19,18,18,32,21,23
2020-08-09,21,24,30,19,28,19,51,27,25,19,13,24,17,17,38,27,21,28,19,22,31,20,25,16,18,21,25,22,24,27,20,13,17,24,29,19,24,26,20,30,30,29,15,23,25,33,29,14,22,26,13,18,21,29,18,21,21,28,16,30,25,19,25,23,30,27,22,20,11,30,23,28,29,30,28,14,21,25,18,19,21
2020-08-10,20,21,23,23,31,19,48,28,22,22,38,18,20,29,22,20,17,29,29,16,23,16,17,24,26,18,30,19,25,16,23,15,23,26,17,16,37,30,21,22,21,14,16,19,17,23,33,19,26,24,26,24,20,17,21,21,22,32,28,14,19,28,30,28,16,25,20,27,26,22,15,17,17,22,20,17,18,23,27,29,32
2020-08-11,31,23,27,25,25,31,48,14,24,20,18,29,21,21,23,19,29,31,23,22,20,17,21,29,21,28,24,27,22,16,20,28,24,26,17,23,25,26,22,18,23,21,22,23,31,13,25,21,22,29,17,26,14,19,25,21,25,25,24,24,27,20,25,15,25,21,17,20,18,19,17,17,30,22,25,25,30,23,19,24,26
2020-08-12,27,29,23,25,15,23,41,18,29,19,13,24,23,15,26,23,29,20,36,19,24,31,19,32,21,28,18,21,25,16,27,20,21,22,15,23,21,27,24,22,29,20,27,20,19,30,24,21,24,23,19,23,30,22,20,21,23,27,20,26,29,19,21,27,26,27,23,17,29,24,24,22,19,18,26,19,27,24,17,21,18
2020-08-13,25,19,20,29,23,22,61,18,20,15,29,18,28,16,25,20,21,19,13,24,37,25,16,20,21,18,23,25,19,23,17,21,19,16,19,19,22,30,21,25,27,18,18,24,24,31,36,25,22,21,23,23,27,22,15,21,25,22,22,16,18,28,30,26,24,25,23,17,22,27,27,15,19,24,19,21,25,26,20,20,26
2020-08-14,24,22,22,17,29,29,38,16,16,22,23,17,14,26,19,24,24,12,25,22,23,12,20,25,22,14,25,21,27,20,19,23,26,27,19,21,13,19,26,24,24,18,18,24,21,16,27,25,22,23,23,20,23,17,19,26,18,31,27,23,18,20,24,33,22,32,20,18,23,13,22,22,15,27,23,20,26,14,13,24,22
2020-08-15,21,26,19,26,27,20,47,26,29,21,27,22,30,19,25,18,18,20,18,27,25,20,27,26,19,28,19,20,26,15,27,25,23,19,20,22,19,24,26,22,28,29,26,20,17,23,23,18,21,19,19,30,25,17,23,20,20,21,25,21,20,18,23,18,18,21,17,27,30,28,24,23,22,27,25,22,20,17,20,20,21
2020-08-16,29,22,16,28,8,23,63,23,22,15,26,17,22,20,30,15,22,15,31,18,19,28,22,25,20,22,23,19,18,23,28,26,30,17,18,29,29,23,19,23,28,29,21,24,17,20,27,16,23,23,25,27,24,23,21,35,23,20,32,18,25,30,18,23,22,23,19,24,17,19,22,17,18,28,23,19,19,16,21,27,21
2020-08-17,23,25,26,23,21,22,53,21,20,25,26,24,23,34,26,28,22,30,18,27,21,19,26,21,28,15,25,17,30,17,24,21,28,23,22,23,20,32,26,21,22,31,21,19,27,30,23,19,28,24,20,24,19,22,32,29,21,29,22,21,22,18,33,22,21,34,25,21,22,16,22,14,24,31,21,21,21,25,29,26,19
2020-08-18,18,25,23,23,17,23,42,23,14,21,22,20,8,24,23,15,29,27,24,27,19,23,27,25,18,22,17,27,24,31,27,26,26,19,23,23,23,27,24,18,21,30,25,20,29,25,16,17,19,16,24,26,21,19,16,24,18,17,24,24,34,22,19,31,20,22,27,19,22,27,22,16,25,23,18,17,19,32,28,25,19
2020-08-19,19,21,24,14,22,18,61,23,24,18,28,12,24,27,16,21,21,27,24,21,25,24,24,21,28,28,27,25,30,24,17,26,20,22,17,24,22,19,24,13,26,20,28,24,21,30,20,23,26,20,19,27,21,25,23,22,15,30,23,27,14,21,23,21,17,23,35,26,26,13,26,24,25,23,25,27,29,22,15,20,30
2020-08-20,23,28,19,23,21,19,42,25,27,22,23,31,23,24,16,19,22,23,23,18,20,17,25,31,21,32,21,32,18,21,21,18,24,22,21,27,23,18,19,23,19,16,26,19,33,17,18,24,21,27,21,22,24,24,15,25,18,25,24,30,15,16,15,18,30,23,23,27,20,24,27,18,21,22,15,21,18,15,16,26,31
2020-08-21,13,24,25,12,29,20,38,24,25,21,20,22,20,26,23,25,23,21,25,29,18,17,26,28,19,25,14,24,20,22,32,27,18,18,24,20,29,25,26,22,20,28,31,27,26,16,19,30,17,19,25,14,19,26,17,12,14,28,19,20,22,23,26,26,26,17,19,17,20,16,18,22,32,21,19,24,17,18,19,24,19
2020-08-22,26,23,25,18,19,28,43,26,17,30,27,28,28,27,25,21,22,25,19,26,21,25,23,17,29,26,21,27,11,29,27,16,29,23,32,27,16,30,24,25,26,26,25,25,18,24,23,24,22,20,21,21,21,14,29,26,20,21,16,17,28,28,17,15,29,22,23,19,22,26,19,19,23,18,14,35,35,19,19,20,19
2020-08-23,14,24,16,27,24,27,56,23,24,12,23,25,25,32,27,20,24,23,34,18,24,22,28,22,19,26,30,16,29,25,22,28,28,30,22,17,26,30,30,21,30,19,24,22,29,20,22,26,19,31,21,19,14,32,22,31,26,20,31,21,18,21,27,22,26,18,26,28,18,37,20,23,27,21,24,19,21,22,22,25,33
2020-08-24,20,22,25,23,22,28,51,26,25,29,25,36,26,21,14,20,20,23,28,20,26,29,17,18,25,22,27,19,23,19,31,41,26,20,28,31,24,20,32,18,19,29,23,37,17,22,18,26,28,21,21,29,30,21,24,38,27,25,20,25,21,17,24,30,22,19,21,28,25,27,24,27,26,25,25,28,27,25,21,18,20
2020-08-25,19,24,17,16,21,20,38,21,23,34,23,21,22,30,28,28,25,24,13,37,29,19,22,19,24,25,20,15,14,29,31,20,14,25,20,19,18,16,24,30,24,27,19,15,33,26,20,26,24,27,16,30,24,27,26,22,16,21,32,23,26,21,17,20,22,32,24,19,27,19,13,20,28,24,23,24,22,24,20,23,29
2020-08-26,27,22,27,21,25,23,43,32,23,20,16,25,28,28,16,31,18,25,21,28,25,24,27,17,19,17,20,24,23,22,12,23,24,19,18,29,21,18,13,19,16,18,30,23,19,24,22,35,27,23,16,24,19,26,26,15,29,18,19,35,20,18,20,22,20,32,14,22,20,17,21,15,24,24,25,27,18,27,20,16,16
2020-08-27,12,22,19,18,22,28,38,17,19,28,21,27,26,28,22,23,14,16,17,21,23,28,26,18,19,21,22,15,19,21,18,16,18,24,23,20,19,20,22,28,18,24,19,22,10,21,23,29,22,25,29,24,23,21,14,29,26,24,28,18,18,26,15,30,19,24,27,29,16,17,29,25,22,18,20,26,22,21,25,21,26
2020-08-28,13,17,27,18,28,25,56,15,25,21,31,25,28,28,12,21,26,34,25,28,21,29,32,25,21,26,20,20,27,27,22,18,25,24,20,23,15,17,21,27,27,20,27,27,23,21,22,25,26,25,31,21,18,33,37,27,25,29,18,27,23,15,27,27,34,22,27,21,24,20,17,29,32,20,42,20,24,27,19,28,15
2020-08-29,20,29,21,19,22,16,49,25,22,21,24,30,23,20,21,25,16,33,28,19,19,18,16,24,23,23,22,26,27,23,21,18,20,21,21,25,16,14,19,22,21,27,16,18,20,19,19,26,27,23,20,25,33,23,21,21,12,26,28,17,24,19,16,24,22,27,21,23,30,20,26,23,20,21,29,23,11,20,19,15,23
2020-08-30,9,22,23,25,14,28,41,22,23,22,19,21,19,18,21,17,29,17,20,27,22,10,25,27,22,21,20,14,18,31,16,29,28,21,17,21,19,19,15,24,24,18,16,23,32,20,27,25,21,23,21,20,16,31,21,31,23,19,22,29,17,26,22,19,24,19,16,17,10,19,13,23,18,19,26,22,11,27,23,20,24
2020-08-31,22,26,29,30,22,32,39,21,36,20,20,28,16,20,23,25,24,22,20,28,27,29,21,14,25,21,28,23,22,21,21,23,19,22,20,37,19,20,17,22,20,23,26,19,22,19,27,30,19,20,19,26,14,18,33,14,27,19,23,24,22,26,20,24,23,23,21,18,29,16,16,22,28,18,22,18,20,17,26,23,25
2020-09-01,21,19,28,15,23,18,57,23,16,26,22,23,35,29,27,20,23,23,30,21,23,13,25,12,23,18,28,14,13,19,11,31,20,25,20,22,28,24,25,26,19,28,18,22,18,27,18,16,26,25,23,24,23,20,19,26,14,23,15,23,21,23,23,25,25,26,22,18,23,19,31,20,19,28,20,28,26,21,26,26,25
2020-09-02,20,19,27,31,26,26,51,22,26,23,28,23,29,20,22,15,21,25,21,27,19,23,23,24,23,19,26,31,28,23,17,32,18,18,20,19,15,15,18,33,29,26,24,22,25,21,40,22,25,25,28,26,20,22,19,19,27,29,25,28,22,29,24,14,19,19,15,15,19,28,16,16,31,25,33,21,19,30,23,32,23
2020-09-03,16,23,20,14,20,21,49,18,13,25,22,22,23,24,33,27,26,30,27,17,19,22,44,21,22,15,26,19,22,27,20,35,17,19,18,35,20,21,24,18,31,18,30,32,31,16,23,20,25,22,16,25,27,27,23,30,21,18,25,17,14,22,24,23,22,24,23,28,21,29,24,30,29,26,26,23,22,28,26,20,30
2020-09-04,22,30,24,23,25,18,52,24,27,27,28,22,19,20,25,12,28,20,20,33,18,22,20,22,25,24,18,32,24,25,15,39,25,16,16,24,23,14,33,23,21,36,29,22,21,27,22,25,28,24,23,28,25,23,17,23,17,23,18,20,26,27,26,18,31,18,10,32,24,25,24,12,24,21,18,23,27,30,19,14,23
2020-09-05,22,16,28,24,19,16,37,19,16,21,21,30,19,17,19,30,24,24,22,16,26,15,25,21,24,22,23,24,21,32,22,21,19,25,24,21,26,23,18,15,26,20,23,28,16,26,22,22,17,18,20,17,25,21,27,16,23,26,20,25,26,26,17,28,25,19,24,23,28,27,22,20,25,24,24,15,33,20,17,21,23
2020-09-06,22,16,21,18,17,18,38,26,25,17,27,17,27,39,26,24,25,26,27,24,25,15,22,15,24,19,21,24,33,14,14,24,22,31,19,25,22,30,16,28,22,23,18,25,25,28,17,18,17,23,17,26,23,29,26,20,25,28,20,16,19,23,14,23,29,17,24,28,11,25,23,21,20,25,25,23,21,21,27,24,21
2020-09-07,22,20,28,27,19,29,59,23,19,18,26,30,27,21,24,21,36,20,17,30,25,19,23,17,24,29,27,24,23,19,30,21,15,24,26,29,21,18,13,27,21,22,22,38,21,24,22,18,27,27,22,28,22,22,29,28,18,20,22,20,15,25,28,26,26,27,30,26,25,26,22,17,23,21,26,26,18,24,14,21,24
2020-09-08,23,32,20,19,19,20,47,25,20,26,24,18,18,19,24,23,26,22,22,28,30,29,25,25,18,13,26,24,23,25,16,19,30,18,28,28,25,25,20,22,20,18,15,21,29,31,26,28,20,23,24,30,21,25,21,20,18,29,30,19,31,26,19,19,23,24,30,29,26,30,16,22,24,21,15,26,28,22,17,28,19
2020-09-09,26,19,24,32,17,22,53,21,22,26,17,23,21,29,28,29,22,32,22,27,21,26,23,29,13,25,28,25,26,21,21,24,23,31,27,31,25,26,20,27,26,23,21,28,24,37,17,30,19,30,20,20,27,22,24,34,23,27,24,21,29,19,22,27,22,15,26,20,24,23,16,30,40,19,21,27,28,25,23,31,20
2020-09-10,26,31,25,19,28,24,39,21,23,37,23,22,27,22,19,26,33,22,21,25,19,13,19,15,26,25,19,32,24,25,20,27,27,18,14,26,21,26,24,33,24,19,22,40,21,23,20,17,29,15,26,24,31,19,22,20,20,18,22,24,25,20,25,25,13,20,23,20,21,35,19,12,19,17,19,25,33,30,23,29,15
2020-09-11,28,20,21,29,34,24,43,27,30,22,26,26,24,27,34,26,31,26,31,25,25,29,18,26,26,27,30,24,23,28,25,38,27,19,20,23,20,23,18,17,22,28,29,32,28,23,28,19,24,21,26,32,20,25,20,22,21,23,22,21,26,28,19,22,20,23,24,21,31,28,23,25,21,26,27,27,29,20,28,18,15
2020-09-12,27,12,22,18,27,34,46,21,24,23,28,17,30,26,30,17,27,27,22,18,22,20,29,29,17,22,15,28,21,13,32,19,26,15,17,24,20,23,24,32,20,17,20,31,36,22,26,22,18,16,32,21,26,34,20,26,13,24,18,21,24,29,25,27,24,22,32,18,22,23,28,23,22,19,26,24,22,24,32,21,32
